词	TF	IDF	Raw_Score	Final_Score
预付费	0.273720	7.402045	5.362145	0.713212
为例	2.243562	4.559328	4.962577	0.678914
TETRA	0.227979	7.807307	5.430321	0.718750
鉴权	1.039109	6.422232	5.602176	0.732312
terrestrial	0.152593	7.807307	5.230555	0.702267
trunked	0.152593	7.807307	5.230555	0.702267
radio	0.152593	7.807307	5.230555	0.702267
新	4.977358	2.090919	3.063130	0.470352
运行	2.936104	3.944879	4.665258	0.651294
实体	2.497320	4.618147	5.053994	0.687042
设为	0.152593	7.807307	5.230555	0.702267
HLR	0.232129	7.807307	5.439301	0.719472
home	0.288813	7.402045	5.388859	0.715393
location	0.341910	7.402045	5.472873	0.722160
register	0.232129	7.807307	5.439301	0.719472
VLR	0.232129	7.807307	5.439301	0.719472
visitor	0.152593	7.807307	5.230555	0.702267
无法	2.794202	3.955043	4.648371	0.649671
通信安全	0.763694	6.891626	5.659617	0.736721
仍然	1.577148	5.326864	5.251352	0.704019
产生	3.566944	3.261036	4.197142	0.604065
已知	2.005092	4.870163	5.103322	0.691359
明文	1.304238	5.730708	5.374969	0.714260
开放性	0.776064	6.422232	5.456813	0.720877
有利于	1.664064	5.173523	5.190876	0.698900
网间	0.551142	6.891626	5.497146	0.724091
漫游	0.520954	6.891626	5.469098	0.721859
自主性	0.291042	7.402045	5.392685	0.715704
数字	3.403965	3.778243	4.610247	0.645983
集群	1.325016	5.795044	5.416175	0.717608
十分	1.196506	5.795044	5.365398	0.713478
重要	3.316996	3.493946	4.365416	0.621576
意义	2.180969	4.638565	4.999861	0.682249
重构	2.919627	4.146545	4.810729	0.665035
OFDM	3.486328	3.769784	4.615425	0.646486
频偏	1.899805	5.459788	5.417553	0.717719
跟踪	2.901570	4.210926	4.853505	0.668993
范围	3.378582	3.433003	4.322391	0.617156
对多径	0.759946	6.555560	5.507750	0.724930
频分	2.943782	3.830634	4.579254	0.642963
复用	3.590062	3.343058	4.273770	0.612114
发现	3.058530	3.867225	4.626417	0.647551
固定	2.828452	4.029357	4.709733	0.655542
不变	2.172417	4.770886	5.081745	0.689477
准确性	2.826908	3.996804	4.685349	0.653218
主要	3.327983	3.475245	4.351154	0.620115
因素	3.181045	3.681371	4.499636	0.635113
判决	2.712177	4.354101	4.919560	0.675030
误差	3.904561	3.075064	4.068304	0.590251
而子	0.142302	7.807307	5.195834	0.699322
载波	3.541415	3.666142	4.540409	0.639150
调制	3.646876	3.545713	4.455832	0.630737
方式	4.022316	2.868168	3.877861	0.569181
子	3.719080	3.321864	4.272363	0.611967
加性	1.861002	4.980580	5.133113	0.693942
白	1.751539	5.173523	5.216351	0.701065
和子	0.906737	6.199494	5.428850	0.718631
结论	2.377719	4.486025	4.943129	0.677163
确定	3.578983	3.251275	4.189944	0.603303
使用	4.558605	2.373293	3.385781	0.511159
二进制	1.909447	5.138634	5.239088	0.702987
调相	0.142302	7.807307	5.195834	0.699322
16QAM	0.377196	7.114566	5.403449	0.716578
对应	2.675107	4.210926	4.813197	0.665265
直接	3.309956	3.545713	4.407940	0.625906
ATEM	0.451937	7.402045	5.611823	0.733057
室	1.078265	6.555560	5.682030	0.738424
谐振	0.945706	6.422232	5.555260	0.728666
频率	3.612981	3.469093	4.386469	0.623724
简单	3.258404	3.525966	4.383640	0.623436
半	2.376301	4.598146	5.016382	0.683719
非对称	1.946024	5.286245	5.333059	0.710822
横	0.883624	6.555560	5.582848	0.730815
电磁波	1.459928	5.670287	5.399442	0.716253
等效	2.301501	4.659417	5.039947	0.685804
终端	3.156321	3.996804	4.739966	0.658406
开路	0.629144	6.709508	5.483045	0.722971
短路	1.115951	6.199494	5.532222	0.726860
非	4.013612	2.955103	3.964604	0.578874
传输线	1.689212	5.795044	5.537086	0.727242
矩量	1.037033	6.304652	5.545956	0.727938
法	3.711015	3.343058	4.290109	0.613814
中间	1.580612	5.413471	5.300579	0.708133
电容	0.958265	6.422232	5.561831	0.729179
特性阻抗	0.366035	7.402045	5.506823	0.724857
解	3.654703	3.290952	4.236107	0.608174
阻抗	1.919221	5.247226	5.304042	0.708421
转移	2.185718	4.819273	5.114866	0.692362
公式	2.872681	4.109874	4.776263	0.661819
输入阻抗	0.465646	7.114566	5.508329	0.724976
气隙	0.158235	7.807307	5.248612	0.703789
表达式	3.009061	3.830634	4.590109	0.644023
联立方程	0.158235	7.807307	5.248612	0.703789
数值	3.465905	3.337714	4.251688	0.609807
恒虚警	0.342700	7.402045	5.474022	0.722252
检测	4.769603	2.568525	3.637790	0.541516
值	3.821816	3.067083	4.050118	0.588272
准确	3.379831	3.409693	4.302408	0.615090
中频	0.494296	7.114566	5.538065	0.727319
包含	2.641630	4.109874	4.734699	0.657908
有用	0.971180	6.199494	5.463031	0.721375
数量	2.898759	3.965314	4.674273	0.652158
中心	3.046730	3.934822	4.675992	0.652323
基本	3.275519	3.593461	4.442423	0.629389
思想	3.010269	3.736677	4.516591	0.636796
统计	3.265352	3.643747	4.482096	0.633365
分离	2.587221	4.468526	4.973412	0.679886
基本参数	0.152593	7.807307	5.230555	0.702267
简便	1.149764	6.017579	5.458104	0.720981
适应性	1.765115	5.104935	5.180373	0.698003
H.323	1.325838	6.199494	5.618064	0.733538
跨越	0.762675	6.891626	5.658952	0.736670
NAT	0.767044	7.114566	5.756993	0.744053
网络地址	0.541814	7.114566	5.583782	0.730888
转换	2.947942	3.996804	4.706119	0.655198
深入分析	1.514328	5.413471	5.279266	0.706358
系列	0.826952	6.422232	5.488436	0.723399
依赖于	1.384305	5.508376	5.286481	0.706960
端到	2.253656	4.559328	4.964806	0.679114
端的	2.048185	4.770886	5.052487	0.686910
数据包	2.393905	4.638565	5.046133	0.686350
加	1.277035	5.937739	5.470474	0.721969
修改	1.921722	4.980580	5.149072	0.695318
源地址	0.151609	7.807307	5.227339	0.701995
发送到	0.381116	7.114566	5.408595	0.716995
目的	3.022938	3.778243	4.551499	0.640242
地址	1.514191	5.730708	5.449267	0.720273
防火墙	0.847793	6.422232	5.500829	0.724382
端口	1.983499	5.247226	5.320433	0.709779
过滤	2.258121	4.844389	5.146566	0.695102
载荷	0.765196	6.891626	5.660596	0.736795
内容	3.165441	3.876595	4.650619	0.649887
不符	0.380529	7.114566	5.407828	0.716933
导致	3.178394	3.532502	4.376852	0.622744
不能	2.561535	4.197703	4.782327	0.662387
正常	1.954750	4.980580	5.157543	0.696047
应用层	1.314927	5.795044	5.412371	0.717300
扩展	3.598928	3.364746	4.294118	0.614230
跨	1.650016	5.413471	5.321959	0.709905
解决办法	0.560991	7.114566	5.601108	0.732230
ParlayApi	0.327037	7.807307	5.610007	0.732917
OSA	0.859187	6.709508	5.638258	0.735089
open	0.500931	6.891626	5.449585	0.720298
标准	3.224379	3.712580	4.531376	0.638258
开放	1.862143	5.138634	5.226612	0.701934
底层	1.427884	5.613331	5.358250	0.712893
面向	3.910887	3.270901	4.251425	0.609780
用户群	0.345639	7.402045	5.478274	0.722591
接口	2.601856	4.540481	5.023812	0.684377
NGSSAPI	0.231401	7.807307	5.437738	0.719347
下一代	2.254545	4.819273	5.130276	0.693696
特征	4.613335	2.522273	3.568558	0.533310
集	3.861388	3.120247	4.105863	0.594315
平滑	1.958410	5.040801	5.194325	0.699193
向前	0.547806	6.891626	5.494123	0.723851
演进	1.808876	5.104935	5.192549	0.699042
独立	2.798943	4.086176	4.746173	0.658991
现有	4.043062	2.737990	3.744114	0.553920
处理	3.947099	2.941168	3.942501	0.576419
协同工作	0.854782	6.422232	5.504918	0.724706
最后	4.389566	2.360817	3.352271	0.507021
X.509	0.152096	7.807307	5.228932	0.702130
演示	0.631969	6.709508	5.485275	0.723148
具体	2.633102	4.171786	4.777566	0.661941
实用	2.366155	4.724770	5.095234	0.690654
仿	0.492215	7.114566	5.535963	0.727154
一次	1.599913	5.369221	5.282118	0.706596
一密	0.351897	7.402045	5.487209	0.723302
加密	2.694016	4.468526	4.993497	0.681682
序列密码	0.363789	7.402045	5.503758	0.724614
相结合	2.869924	3.924869	4.638858	0.648753
易于	2.087323	4.724770	5.032939	0.685185
软件	3.153567	3.876595	4.648758	0.649708
硬件	2.816520	4.159083	4.801883	0.664212
对称	2.420601	4.638565	5.051642	0.686835
钥	0.166398	7.807307	5.273631	0.705887
SCB	0.252272	7.807307	5.480731	0.722786
来看	0.252272	7.807307	5.480731	0.722786
属于	0.957104	6.199494	5.455762	0.720793
重复	1.955831	5.104935	5.231391	0.702337
攻击者	1.747488	5.369221	5.326014	0.710240
穷举	0.751429	6.422232	5.440753	0.719589
面对	0.924161	6.304652	5.488571	0.723410
适用	3.598042	3.280872	4.219340	0.606410
多径	3.073132	4.063046	4.775616	0.661759
衰落	3.426209	3.651154	4.511895	0.636330
定时	2.304257	5.104935	5.312942	0.709159
同步	3.569119	3.651154	4.532105	0.638330
深入研究	1.562725	5.326864	5.246782	0.703635
径	0.849333	6.555560	5.563133	0.729281
最强	0.863182	6.304652	5.454584	0.720699
滞后	0.551464	6.891626	5.497437	0.724114
离散	2.888775	4.007533	4.704044	0.655001
傅里叶	1.884206	5.010231	5.156975	0.695998
变换	3.724720	3.353839	4.301454	0.614991
DFT	0.902817	6.555560	5.593552	0.731645
窗	1.526653	5.559466	5.362744	0.713261
符号	3.220300	3.886058	4.666374	0.651401
干扰	4.410048	2.803647	3.856084	0.566722
伪	2.240040	4.770886	5.096977	0.690806
随机噪声	0.390801	7.114566	5.421087	0.718005
PN	0.381869	7.402045	5.527912	0.726521
序列	4.071885	3.150208	4.160186	0.600139
求	1.777118	5.138634	5.203372	0.699963
容易	2.273216	4.486025	4.920818	0.675144
条径	0.139375	7.807307	5.185499	0.698441
考虑	4.099997	2.735243	3.748001	0.554369
通常	1.802711	4.980580	5.117295	0.692572
处于	1.551462	5.326864	5.243184	0.703332
深	0.560585	6.709508	5.425602	0.718369
不会	1.364774	5.559466	5.306970	0.708664
持续	1.039140	6.017579	5.407744	0.716926
很长	0.139375	7.807307	5.185499	0.698441
Alpha	0.266022	7.402045	5.347950	0.712048
度量	2.866336	4.184658	4.828821	0.666714
起到	0.783906	6.304652	5.406627	0.716835
作用	2.491096	4.385448	4.898721	0.673135
引入	4.122637	2.664166	3.673632	0.545724
前	2.238836	4.618147	4.999721	0.682237
向搜索	0.552430	6.891626	5.498309	0.724183
门限	2.776646	4.251709	4.860363	0.669624
定位	3.545973	3.821700	4.664462	0.651218
位置	3.797594	3.190223	4.163137	0.600454
大大提高	1.578222	5.286245	5.228848	0.702123
概率	4.132210	2.907247	3.930848	0.575121
非常	2.036977	4.770886	5.049761	0.686670
适于	1.456140	5.559466	5.339212	0.711329
边缘	3.421459	3.666142	4.523365	0.637466
缓存	2.898731	4.369649	4.963200	0.678970
爆炸性	0.139928	7.807307	5.187467	0.698609
增长	1.546266	5.508376	5.341531	0.711520
未来	2.603779	4.251709	4.828476	0.666682
无线通信	2.401685	4.618147	5.034596	0.685332
热点	1.718803	5.104935	5.167154	0.696871
极大	1.873775	4.951795	5.119226	0.692740
缓解	1.769039	5.072347	5.162374	0.696461
压力	1.097456	6.104387	5.477708	0.722546
逐渐	1.139982	5.795044	5.341317	0.711502
第五代	0.479850	6.891626	5.428180	0.718577
提升	3.880576	2.930857	3.923839	0.574339
虚拟现实	0.292215	7.402045	5.394687	0.715866
现实	1.041898	5.937739	5.369176	0.713787
超高	0.661429	6.709508	5.507963	0.724947
清	0.287702	7.402045	5.386940	0.715236
服务	3.991442	3.172223	4.170932	0.601284
体验	1.770360	5.072347	5.162745	0.696493
关键性	0.500739	6.891626	5.449394	0.720283
展开	1.550001	5.326864	5.242716	0.703293
综述	1.980141	5.286245	5.341708	0.711534
涉及	1.816464	5.040801	5.156917	0.695993
方向	3.355533	3.607559	4.465959	0.631752
架构	3.123477	3.857945	4.629683	0.647867
研究所	0.491232	6.891626	5.439852	0.719517
概述	0.994039	6.017579	5.385658	0.715132
分类	3.786395	3.332401	4.290578	0.613863
归纳	1.335556	5.670287	5.355128	0.712637
整理	0.741811	6.422232	5.434340	0.719073
感知	3.859129	3.386949	4.348026	0.619794
社交	1.615806	5.730708	5.481606	0.722856
场景	3.713320	3.154569	4.118914	0.595720
挑战	2.298275	4.540481	4.962200	0.678880
异常	2.572159	4.747558	5.151074	0.695490
度	3.730421	3.280872	4.237142	0.608282
污染	1.026056	6.422232	5.595879	0.731825
防御	1.246697	5.863834	5.421092	0.718005
限速	0.392965	7.402045	5.542177	0.727641
类型	2.865428	4.007533	4.700023	0.654618
结合	4.226319	2.600808	3.615407	0.538874
命中率	1.274266	5.795044	5.396736	0.716033
恶意	1.991449	4.951795	5.149501	0.695355
侵占	0.146084	7.807307	5.208876	0.700431
Locality	0.311318	7.807307	5.585469	0.731019
-	5.415520	1.901398	2.833039	0.439953
Disruption	0.146084	7.807307	5.208876	0.700431
虚假	0.896206	6.304652	5.473277	0.722193
False	0.273522	7.807307	5.521004	0.725977
种	3.818620	3.035844	4.019538	0.584929
可信度	1.438634	5.670287	5.392129	0.715658
区分	2.399669	4.540481	4.983637	0.680801
突发	2.013146	5.138634	5.265392	0.705198
错误	2.615709	4.354101	4.901585	0.673396
Flash	0.432716	7.402045	5.590174	0.731383
Crowd	0.146084	7.807307	5.208876	0.700431
行为	3.286079	3.769784	4.586145	0.643636
二分	1.170570	5.937739	5.427136	0.718493
图	3.580489	3.539084	4.441205	0.629267
预	3.086649	4.040456	4.761208	0.660407
高效	3.515103	3.381349	4.297060	0.614535
部署	3.043473	3.955043	4.690696	0.653729
热度	0.686011	6.709508	5.526135	0.726381
用以	1.275652	5.670287	5.332292	0.710759
最高	1.698411	5.247226	5.243242	0.703337
最好	1.156665	5.863834	5.383783	0.714979
来预	0.153101	7.807307	5.232207	0.702406
分发	2.473151	4.659417	5.075684	0.688946
利用效率	1.318925	5.670287	5.348892	0.712125
欠定	1.080207	6.422232	5.621499	0.733802
混合	3.674643	3.438923	4.368948	0.621937
矩阵	4.194501	2.927446	3.958553	0.578203
精度	3.754961	3.132968	4.104123	0.594127
高等	1.542703	5.326864	5.240369	0.703095
没有	2.585785	4.171786	4.768576	0.661099
先验	2.067246	4.844389	5.102671	0.691302
出源	0.392390	7.114566	5.423107	0.718168
均值	2.274271	4.659417	5.034034	0.685282
聚类	3.387145	3.905268	4.706054	0.655192
拉普拉斯	1.010049	6.199494	5.482570	0.722933
势函数	0.263894	7.402045	5.343954	0.711719
相比	4.377246	2.396971	3.394945	0.512286
源	2.690201	4.279882	4.864331	0.669988
准确率	3.173896	3.666142	4.486227	0.633777
明显	3.080525	3.643747	4.453296	0.630482
优势	2.857288	3.876595	4.599912	0.644978
业务量	1.904739	5.326864	5.345243	0.711825
突发性	0.909792	6.304652	5.480768	0.722789
蜂窝	2.970282	4.210926	4.865117	0.670060
密度	2.728183	4.308894	4.891401	0.672467
多媒体业务	1.102411	6.017579	5.437166	0.719301
普及	0.358054	7.114566	5.377527	0.714469
随机	3.830666	3.132968	4.113940	0.595184
几何	2.816743	4.146545	4.792939	0.663378
覆盖率	1.098182	6.017579	5.435253	0.719147
定义	3.700629	3.203957	4.163093	0.600449
限制	2.904979	3.934822	4.652395	0.650058
目标	4.229405	2.786043	3.817133	0.562299
最小化	2.737760	4.086176	4.735218	0.657957
下限	1.089340	6.017579	5.431229	0.718823
证实	1.717830	5.138634	5.186500	0.698526
路网	1.327387	6.199494	5.618645	0.733583
不经意	0.449530	7.114566	5.490789	0.723586
LBS	0.738320	6.891626	5.642781	0.735435
隐私	2.680374	4.521990	5.026418	0.684608
保护	3.292334	3.876595	4.670086	0.651757
位置服务	0.698008	6.709508	5.534769	0.727060
常见问题	0.277377	7.402045	5.368750	0.713752
重视	0.671899	6.555560	5.446438	0.720046
用户端	0.944096	6.104387	5.402774	0.716523
忽略	2.006810	4.794782	5.057241	0.687328
服务端	0.568987	7.114566	5.608159	0.732775
数据安全	0.628238	6.709508	5.482327	0.722914
强度	2.365973	4.559328	4.988956	0.681277
大多	1.276039	5.613331	5.302306	0.708277
欧氏	0.877640	6.304652	5.462854	0.721361
查询	2.555877	4.680721	5.105635	0.691560
兴趣	1.873859	5.459788	5.410708	0.717166
点	3.184424	3.821700	4.611212	0.646077
连续	2.660619	4.237924	4.829522	0.666779
实验	5.250427	1.682069	2.476965	0.390871
较强	1.816195	4.980580	5.120999	0.692893
良好	3.106428	3.651154	4.463456	0.631501
工作效率	0.383434	7.114566	5.411613	0.717239
堆	0.215232	7.807307	5.401679	0.716434
稀疏	2.798790	4.308894	4.904081	0.673623
神经网络	3.772678	3.348433	4.302990	0.615150
电网	1.772337	5.459788	5.382984	0.714914
预判	0.480718	7.114566	5.524192	0.726228
裕度	0.218450	7.807307	5.409066	0.717033
电力系统	0.374067	7.114566	5.399303	0.716241
暂态	0.479268	7.114566	5.522689	0.726109
评估	3.635385	3.481437	4.400046	0.625105
时效性	1.118958	5.863834	5.367288	0.713633
深度	3.079465	3.905268	4.658879	0.650682
学习	3.915479	3.172223	4.161474	0.600276
SSAEN	0.305769	7.807307	5.576510	0.730323
尝试	0.902965	6.199494	5.426775	0.718464
母线	0.540607	6.891626	5.487537	0.723328
时序	1.979574	5.173523	5.277222	0.706187
电压	1.503806	5.613331	5.384032	0.715000
看作	0.576549	6.891626	5.519589	0.725865
蕴含	0.843743	6.709508	5.629221	0.734396
运行机制	0.499537	6.891626	5.448197	0.720187
模式图	0.218450	7.807307	5.409066	0.717033
逐层	0.380449	7.114566	5.407723	0.716924
级	2.661009	4.323731	4.889264	0.672272
挖掘	2.456247	4.659417	5.072276	0.688648
主导	0.610763	6.891626	5.548299	0.728121
连接	3.115383	3.848755	4.621314	0.647057
权重	2.708914	4.237924	4.838445	0.667604
演变	0.416300	7.114566	5.452552	0.720536
Logistic	0.971887	6.304652	5.513645	0.725396
分类器	2.270273	4.724770	5.074679	0.688858
识别	3.996552	3.203957	4.200971	0.604470
IEEE39	0.143268	7.807307	5.199198	0.699608
样本	2.956273	4.146545	4.816915	0.665610
准确度	2.130903	4.747558	5.057545	0.687355
预测	4.088679	3.145867	4.158140	0.599921
失稳	0.293186	7.402045	5.396338	0.716001
足够	1.144545	5.795044	5.343305	0.711666
关联	2.842373	4.237924	4.862303	0.669802
多重	1.862074	5.369221	5.357617	0.712841
所属	0.582594	6.709508	5.444772	0.719912
群组	1.336142	6.104387	5.575712	0.730261
代表	1.144002	5.937739	5.415708	0.717570
最优化	2.294565	4.724770	5.079968	0.689321
出任	0.143938	7.807307	5.201517	0.699806
最具	0.330158	7.402045	5.455458	0.720769
社会	1.699636	5.369221	5.312199	0.709098
属性	3.029130	4.063046	4.768466	0.661088
特别	1.731529	5.104935	5.170821	0.697186
Kendall	0.143938	7.807307	5.201517	0.699806
系数	3.431113	3.572702	4.448177	0.629968
交互	2.896278	4.063046	4.746234	0.658997
联合	3.944373	3.079080	4.077139	0.591209
借助	2.056957	4.747558	5.039999	0.685809
Apriori	0.627678	6.709508	5.481883	0.722878
二乘	2.053570	4.844389	5.099372	0.691015
加权	3.118690	3.839651	4.614805	0.646426
精准	1.428804	5.508376	5.302221	0.708270
电路	3.037044	4.265693	4.914622	0.674582
域	3.352143	3.712580	4.550598	0.640153
语音	2.823552	4.578544	5.089322	0.690139
隐藏	2.241971	4.980580	5.225708	0.701857
声	1.371652	6.017579	5.545974	0.727939
码器	0.754120	6.891626	5.653331	0.736241
断续	0.134996	7.807307	5.169629	0.697084
DTX	0.206265	7.807307	5.380499	0.714712
有损压缩	0.445374	7.114566	5.486165	0.723219
端点	0.825599	6.555560	5.549017	0.728177
浊音	0.283449	7.402045	5.379529	0.714633
级小波	0.206265	7.807307	5.380499	0.714712
分解	3.205928	3.712580	4.528537	0.637978
细节	1.928260	5.010231	5.168465	0.696984
做	2.403339	4.486025	4.948450	0.677642
快速	3.847526	3.132968	4.116100	0.595417
FFT	1.501886	5.670287	5.413546	0.717395
表征	2.159248	4.618147	4.981746	0.680632
频带	1.729008	5.286245	5.274233	0.705938
0.5	0.807921	6.304652	5.421647	0.718050
~	2.425741	4.451336	4.929934	0.675970
kHz	0.484025	6.891626	5.432493	0.718925
听觉掩蔽	0.134996	7.807307	5.169629	0.697084
秘密	2.402374	4.844389	5.177351	0.697745
量化	3.145554	3.924869	4.684277	0.653116
抖动	1.604439	5.459788	5.333456	0.710855
嵌入	2.537452	4.468526	4.963767	0.679021
10	2.622795	4.184658	4.784786	0.662617
bit	1.642854	5.286245	5.248809	0.703805
s	2.397487	4.540481	4.983185	0.680761
上限	1.237243	5.730708	5.348726	0.712111
携密	0.134996	7.807307	5.169629	0.697084
质量	3.552946	3.433003	4.347222	0.619712
评价	3.413528	3.629106	4.492092	0.634362
分数	1.661694	5.459788	5.350904	0.712290
高于	1.671442	5.173523	5.193076	0.699087
3.48	0.134996	7.807307	5.169629	0.697084
全球	0.736118	6.422232	5.430505	0.718764
